(0),0xab181019c2496dd3d33fc45623bc2f0ead299c0f,(~100,ETH)
(1),0x2b17d63ea926447b011546a6bf092613fe0933bc,(~100,ETH)
(2),0x3b30313f85567211dc44c17ad0c6f79fb5ab3af9,(~100,ETH)
(3),0xac991409001320b64bf3b97005a488be07d32f87,(~100,ETH)
(4),0x70a91f3aac0bcf57ff104d481abd63e5ad48df18,(~100,ETH)
(5),0x4b0f1bc21ca1a867cda7883066ddfde6e586fd22,(~100,ETH)
(6),0x0a062f2e720b44e17feeae004ba5f543aa1c9538,(~100,ETH)
(7),0x2a45a12e710806728f0fd11bc765e159aadbfaff,(~100,ETH)
(8),0x99aa6e967eaff34feafcaba684dadbbc3ed4e017,(~100,ETH)
(9),0x5402f0cb45213a8b766414f18a0458253098285a,(~100,ETH)
(10),0x1cf6a4ccbaccebf71f887c88f162d730fc779e89,(~100,ETH)
(11),0x401babf9b8b48f8c45550080a421617acd2efebb,(~100,ETH)
(12),0x0fbfa53217c67e744082953827453dd4176602e6,(~100,ETH)
(13),0x43f158fea05707406257380cbeeba82bbf4a43d1,(~100,ETH)
(14),0x8162569b7555632a320bb59de0ee6c8e57d43e6e,(~100,ETH)
(15),0xab55d0a4e39a82908877a12c3f28db438b20b7bd,(~100,ETH)
(16),0x15ff9196b2ba98d488cb94bc51fc892dcee07ebb,(~100,ETH)
(17),0x6f5a5d2bb66f19070ffd65b4929e22bf81b9bcb9,(~100,ETH)
(18),0x8eac5f16f2873e7e6153e322d774981b019cb445,(~100,ETH)
(19),0xf038ba22ea3af7b6cf52567ee1a4e89b041a2b99,(~100,ETH)
(20),0x2d9b073ef00a8184434ce4917fcc616e8f09f70c,(~100,ETH)
(21),0x1faefd844dcd6c9fd358ca3f3049e13358a430e0,(~100,ETH)
(22),0xcc3042fd5c162580f9a3eef637e315e8655ed15a,(~100,ETH)
(23),0x1432e7311e36019800fe12451dae2d673309de94,(~100,ETH)
(24),0x7569725ca37b70f5ec0c57b0ba2e76d9b4c957a4,(~100,ETH)
(25),0x064926015a1b949052ed666de64d08dbf3d6d99b,(~100,ETH)
(26),0x9abd0a87265c100b7180ce3ba239783793881253,(~100,ETH)
(27),0xcbb47d38db38611846c8e2ddd3c15e43a9b49ecf,(~100,ETH)
(28),0x284ee23984cbb6464830345cf10b3045e9b9110b,(~100,ETH)
(29),0x2a803014190929a2d2f261b9a9b7f600ff49fbaf,(~100,ETH)
(30),0xf93f977c69ed7b7d2b80f150cfbb52b9dd0486fd,(~100,ETH)
(31),0xc05661de900e2ae45cd23517a060c04e6f75522a,(~100,ETH)
(32),0xe9caa511912b08ca3dd4184913606f3c8854f00b,(~100,ETH)
(33),0x587561b602241958f149eefce39a426596dbc28e,(~100,ETH)
(34),0x45a3d88ffa0cbd5fcf67b33c0161f2d83e13966e,(~100,ETH)
(35),0xa5ee2754ccc3c4723ff34ca7ca17362eff4bbdfc,(~100,ETH)
(36),0x1bd5fdd3ada5af5fab5048e446e2e57f4f2a122e,(~100,ETH)
(37),0x1e20a07da05af138959fcfa10852dfed3fe7ae94,(~100,ETH)
(38),0xd3a2a43c12ee7e0a1cdc4ed505529bf1e1baff54,(~100,ETH)
(39),0xde4ff908b44c51cd584f36414b84a23047da75a6,(~100,ETH)
(40),0xeee775a9e29ebca8c768cfb0a402ef40ca41d266,(~100,ETH)
(41),0x0c3c6a22aad7f83775349ef59e68608f6b6496b6,(~100,ETH)
(42),0xe51a876761f08ebacef450928262f3c8a20b5923,(~100,ETH)
(43),0xda28690f5b4d1aa49859f1028b68379f06b03eed,(~100,ETH)
(44),0xa96a89f2ecf70da1465b37824f90f83ba1f4170a,(~100,ETH)
(45),0x4c795e4643423f1bd98f27b794baddc35ac5a465,(~100,ETH)
(46),0x26cc45b372d77a033f780f58039748c6ccc60a37,(~100,ETH)
(47),0xff45ac52940113272360bc18e364db1532e1370c,(~100,ETH)
(48),0xef05cf6e641ea90e5b3614f34a17399d09a3aad2,(~100,ETH)
(49),0x5b23405c573b6ac59ff077691fecf6484ff3256b,(~100,ETH)